Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
931	ampere10.cc.gatech.edu	1775483393.463	     3.133	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_q.gz 100000000 -pp 100000000 --total-program-instructions 511694490 -a 4 -f 30000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f30k_tr1/BQ_manganese_nitride_q.out
932	ampere10.cc.gatech.edu	1775483396.605	     3.125	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_q.gz 100000000 -pp 100000000 --total-program-instructions 511694490 -a 4 -f 35000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f35k_tr1/BQ_manganese_nitride_q.out
933	ampere10.cc.gatech.edu	1775483399.739	     3.128	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_q.gz 100000000 -pp 100000000 --total-program-instructions 511694490 -a 4 -f 40000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f40k_tr1/BQ_manganese_nitride_q.out
934	ampere10.cc.gatech.edu	1775483402.875	     3.127	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_q.gz 100000000 -pp 100000000 --total-program-instructions 511694490 -a 4 -f 45000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f45k_tr1/BQ_manganese_nitride_q.out
935	ampere10.cc.gatech.edu	1775483406.015	     3.125	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_q.gz 100000000 -pp 100000000 --total-program-instructions 511694490 -a 4 -f 50000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f50k_tr1/BQ_manganese_nitride_q.out
936	ampere10.cc.gatech.edu	1775483409.149	     3.126	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_q.gz 100000000 -pp 100000000 --total-program-instructions 511694490 -a 4 -f 55000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f55k_tr1/BQ_manganese_nitride_q.out
937	ampere10.cc.gatech.edu	1775483412.289	     3.124	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_q.gz 100000000 -pp 100000000 --total-program-instructions 511694490 -a 4 -f 60000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f60k_tr1/BQ_manganese_nitride_q.out
938	ampere10.cc.gatech.edu	1775483415.422	     3.125	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_q.gz 100000000 -pp 100000000 --total-program-instructions 511694490 -a 4 -f 65000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f65k_tr1/BQ_manganese_nitride_q.out
939	ampere10.cc.gatech.edu	1775483418.558	     3.123	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_q.gz 100000000 -pp 100000000 --total-program-instructions 511694490 -a 4 -f 70000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f70k_tr1/BQ_manganese_nitride_q.out
940	ampere10.cc.gatech.edu	1775483421.693	     3.125	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_q.gz 100000000 -pp 100000000 --total-program-instructions 511694490 -a 4 -f 75000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f75k_tr1/BQ_manganese_nitride_q.out
941	ampere10.cc.gatech.edu	1775483424.828	     3.126	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_q.gz 100000000 -pp 100000000 --total-program-instructions 511694490 -a 4 -f 30000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f30k_tr23/BQ_manganese_nitride_q.out
942	ampere10.cc.gatech.edu	1775483427.965	     3.127	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_q.gz 100000000 -pp 100000000 --total-program-instructions 511694490 -a 4 -f 35000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f35k_tr23/BQ_manganese_nitride_q.out
943	ampere10.cc.gatech.edu	1775483431.101	     3.125	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_q.gz 100000000 -pp 100000000 --total-program-instructions 511694490 -a 4 -f 40000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f40k_tr23/BQ_manganese_nitride_q.out
944	ampere10.cc.gatech.edu	1775483434.237	     3.127	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_q.gz 100000000 -pp 100000000 --total-program-instructions 511694490 -a 4 -f 45000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f45k_tr23/BQ_manganese_nitride_q.out
945	ampere10.cc.gatech.edu	1775483437.369	     3.131	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_q.gz 100000000 -pp 100000000 --total-program-instructions 511694490 -a 4 -f 50000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f50k_tr23/BQ_manganese_nitride_q.out
946	ampere10.cc.gatech.edu	1775483440.515	     3.121	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_q.gz 100000000 -pp 100000000 --total-program-instructions 511694490 -a 4 -f 55000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f55k_tr23/BQ_manganese_nitride_q.out
947	ampere10.cc.gatech.edu	1775483443.651	     3.119	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_q.gz 100000000 -pp 100000000 --total-program-instructions 511694490 -a 4 -f 60000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f60k_tr23/BQ_manganese_nitride_q.out
948	ampere10.cc.gatech.edu	1775483446.779	     3.126	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_q.gz 100000000 -pp 100000000 --total-program-instructions 511694490 -a 4 -f 65000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f65k_tr23/BQ_manganese_nitride_q.out
949	ampere10.cc.gatech.edu	1775483449.914	     3.132	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_q.gz 100000000 -pp 100000000 --total-program-instructions 511694490 -a 4 -f 70000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f70k_tr23/BQ_manganese_nitride_q.out
950	ampere10.cc.gatech.edu	1775483453.058	     3.122	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_q.gz 100000000 -pp 100000000 --total-program-instructions 511694490 -a 4 -f 75000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f75k_tr23/BQ_manganese_nitride_q.out
951	ampere10.cc.gatech.edu	1775483456.190	     3.125	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_t.gz 100000000 -pp 100000000 --total-program-instructions 511017625 -a 4 -f 30000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f30k_tr1/BQ_manganese_nitride_t.out
952	ampere10.cc.gatech.edu	1775483459.323	     3.127	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_t.gz 100000000 -pp 100000000 --total-program-instructions 511017625 -a 4 -f 35000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f35k_tr1/BQ_manganese_nitride_t.out
953	ampere10.cc.gatech.edu	1775483462.462	     3.060	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_t.gz 100000000 -pp 100000000 --total-program-instructions 511017625 -a 4 -f 40000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f40k_tr1/BQ_manganese_nitride_t.out
954	ampere10.cc.gatech.edu	1775483465.534	     3.124	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_t.gz 100000000 -pp 100000000 --total-program-instructions 511017625 -a 4 -f 45000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f45k_tr1/BQ_manganese_nitride_t.out
955	ampere10.cc.gatech.edu	1775483468.664	     3.065	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_t.gz 100000000 -pp 100000000 --total-program-instructions 511017625 -a 4 -f 50000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f50k_tr1/BQ_manganese_nitride_t.out
956	ampere10.cc.gatech.edu	1775483471.745	     3.121	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_t.gz 100000000 -pp 100000000 --total-program-instructions 511017625 -a 4 -f 55000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f55k_tr1/BQ_manganese_nitride_t.out
957	ampere10.cc.gatech.edu	1775483474.884	     3.118	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_t.gz 100000000 -pp 100000000 --total-program-instructions 511017625 -a 4 -f 60000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f60k_tr1/BQ_manganese_nitride_t.out
958	ampere10.cc.gatech.edu	1775483478.009	     3.065	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_t.gz 100000000 -pp 100000000 --total-program-instructions 511017625 -a 4 -f 65000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f65k_tr1/BQ_manganese_nitride_t.out
959	ampere10.cc.gatech.edu	1775483481.087	     3.125	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_t.gz 100000000 -pp 100000000 --total-program-instructions 511017625 -a 4 -f 70000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f70k_tr1/BQ_manganese_nitride_t.out
960	ampere10.cc.gatech.edu	1775483484.218	     3.128	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_t.gz 100000000 -pp 100000000 --total-program-instructions 511017625 -a 4 -f 75000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f75k_tr1/BQ_manganese_nitride_t.out
961	ampere10.cc.gatech.edu	1775483487.355	     3.127	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_t.gz 100000000 -pp 100000000 --total-program-instructions 511017625 -a 4 -f 30000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f30k_tr23/BQ_manganese_nitride_t.out
962	ampere10.cc.gatech.edu	1775483490.494	     3.131	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_t.gz 100000000 -pp 100000000 --total-program-instructions 511017625 -a 4 -f 35000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f35k_tr23/BQ_manganese_nitride_t.out
963	ampere10.cc.gatech.edu	1775483493.639	     3.115	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_t.gz 100000000 -pp 100000000 --total-program-instructions 511017625 -a 4 -f 40000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f40k_tr23/BQ_manganese_nitride_t.out
964	ampere10.cc.gatech.edu	1775483496.769	     3.121	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_t.gz 100000000 -pp 100000000 --total-program-instructions 511017625 -a 4 -f 45000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f45k_tr23/BQ_manganese_nitride_t.out
965	ampere10.cc.gatech.edu	1775483499.902	     3.124	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_t.gz 100000000 -pp 100000000 --total-program-instructions 511017625 -a 4 -f 50000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f50k_tr23/BQ_manganese_nitride_t.out
966	ampere10.cc.gatech.edu	1775483503.036	     3.125	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_t.gz 100000000 -pp 100000000 --total-program-instructions 511017625 -a 4 -f 55000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f55k_tr23/BQ_manganese_nitride_t.out
967	ampere10.cc.gatech.edu	1775483506.171	     3.127	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_t.gz 100000000 -pp 100000000 --total-program-instructions 511017625 -a 4 -f 60000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f60k_tr23/BQ_manganese_nitride_t.out
968	ampere10.cc.gatech.edu	1775483509.305	     3.131	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_t.gz 100000000 -pp 100000000 --total-program-instructions 511017625 -a 4 -f 65000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f65k_tr23/BQ_manganese_nitride_t.out
969	ampere10.cc.gatech.edu	1775483512.445	     3.126	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_t.gz 100000000 -pp 100000000 --total-program-instructions 511017625 -a 4 -f 70000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f70k_tr23/BQ_manganese_nitride_t.out
970	ampere10.cc.gatech.edu	1775483515.577	     3.129	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_manganese_nitride_t.gz 100000000 -pp 100000000 --total-program-instructions 511017625 -a 4 -f 75000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f75k_tr23/BQ_manganese_nitride_t.out
971	ampere10.cc.gatech.edu	1775483518.716	     3.062	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_grover_3sat_schoning_1710.gz 100000000 -pp 100000000 --total-program-instructions 520373729 -a 4 -f 30000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f30k_tr1/BQ_grover_3sat_schoning_1710.out
972	ampere10.cc.gatech.edu	1775483521.789	     3.125	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_grover_3sat_schoning_1710.gz 100000000 -pp 100000000 --total-program-instructions 520373729 -a 4 -f 35000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f35k_tr1/BQ_grover_3sat_schoning_1710.out
973	ampere10.cc.gatech.edu	1775483524.922	     3.131	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_grover_3sat_schoning_1710.gz 100000000 -pp 100000000 --total-program-instructions 520373729 -a 4 -f 40000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f40k_tr1/BQ_grover_3sat_schoning_1710.out
974	ampere10.cc.gatech.edu	1775483528.058	     3.128	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_grover_3sat_schoning_1710.gz 100000000 -pp 100000000 --total-program-instructions 520373729 -a 4 -f 45000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f45k_tr1/BQ_grover_3sat_schoning_1710.out
975	ampere10.cc.gatech.edu	1775483531.198	     3.124	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_grover_3sat_schoning_1710.gz 100000000 -pp 100000000 --total-program-instructions 520373729 -a 4 -f 50000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f50k_tr1/BQ_grover_3sat_schoning_1710.out
976	ampere10.cc.gatech.edu	1775483534.338	     3.119	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_grover_3sat_schoning_1710.gz 100000000 -pp 100000000 --total-program-instructions 520373729 -a 4 -f 55000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f55k_tr1/BQ_grover_3sat_schoning_1710.out
977	ampere10.cc.gatech.edu	1775483537.466	     3.132	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_grover_3sat_schoning_1710.gz 100000000 -pp 100000000 --total-program-instructions 520373729 -a 4 -f 60000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f60k_tr1/BQ_grover_3sat_schoning_1710.out
978	ampere10.cc.gatech.edu	1775483540.605	     3.125	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_grover_3sat_schoning_1710.gz 100000000 -pp 100000000 --total-program-instructions 520373729 -a 4 -f 65000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f65k_tr1/BQ_grover_3sat_schoning_1710.out
979	ampere10.cc.gatech.edu	1775483543.738	     3.128	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_grover_3sat_schoning_1710.gz 100000000 -pp 100000000 --total-program-instructions 520373729 -a 4 -f 70000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f70k_tr1/BQ_grover_3sat_schoning_1710.out
980	ampere10.cc.gatech.edu	1775483546.876	     3.126	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_grover_3sat_schoning_1710.gz 100000000 -pp 100000000 --total-program-instructions 520373729 -a 4 -f 75000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f75k_tr1/BQ_grover_3sat_schoning_1710.out
981	ampere10.cc.gatech.edu	1775483550.010	     3.128	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_grover_3sat_schoning_1710.gz 100000000 -pp 100000000 --total-program-instructions 520373729 -a 4 -f 30000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f30k_tr23/BQ_grover_3sat_schoning_1710.out
982	ampere10.cc.gatech.edu	1775483553.149	     3.126	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_grover_3sat_schoning_1710.gz 100000000 -pp 100000000 --total-program-instructions 520373729 -a 4 -f 35000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f35k_tr23/BQ_grover_3sat_schoning_1710.out
983	ampere10.cc.gatech.edu	1775483556.291	     3.123	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_grover_3sat_schoning_1710.gz 100000000 -pp 100000000 --total-program-instructions 520373729 -a 4 -f 40000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f40k_tr23/BQ_grover_3sat_schoning_1710.out
984	ampere10.cc.gatech.edu	1775483559.421	     3.130	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_grover_3sat_schoning_1710.gz 100000000 -pp 100000000 --total-program-instructions 520373729 -a 4 -f 45000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f45k_tr23/BQ_grover_3sat_schoning_1710.out
985	ampere10.cc.gatech.edu	1775483562.559	     3.122	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_grover_3sat_schoning_1710.gz 100000000 -pp 100000000 --total-program-instructions 520373729 -a 4 -f 50000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f50k_tr23/BQ_grover_3sat_schoning_1710.out
986	ampere10.cc.gatech.edu	1775483565.695	     3.123	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_grover_3sat_schoning_1710.gz 100000000 -pp 100000000 --total-program-instructions 520373729 -a 4 -f 55000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f55k_tr23/BQ_grover_3sat_schoning_1710.out
987	ampere10.cc.gatech.edu	1775483568.829	     3.125	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_grover_3sat_schoning_1710.gz 100000000 -pp 100000000 --total-program-instructions 520373729 -a 4 -f 60000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f60k_tr23/BQ_grover_3sat_schoning_1710.out
988	ampere10.cc.gatech.edu	1775483571.961	     3.128	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_grover_3sat_schoning_1710.gz 100000000 -pp 100000000 --total-program-instructions 520373729 -a 4 -f 65000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f65k_tr23/BQ_grover_3sat_schoning_1710.out
989	ampere10.cc.gatech.edu	1775483575.097	     3.131	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_grover_3sat_schoning_1710.gz 100000000 -pp 100000000 --total-program-instructions 520373729 -a 4 -f 70000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f70k_tr23/BQ_grover_3sat_schoning_1710.out
990	ampere10.cc.gatech.edu	1775483578.235	     3.128	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_grover_3sat_schoning_1710.gz 100000000 -pp 100000000 --total-program-instructions 520373729 -a 4 -f 75000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f75k_tr23/BQ_grover_3sat_schoning_1710.out
991	ampere10.cc.gatech.edu	1775483581.371	     3.128	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_random.gz 100000000 -pp 100000000 --total-program-instructions 621362019 -a 4 -f 30000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f30k_tr1/BQ_qaoa_random.out
992	ampere10.cc.gatech.edu	1775483584.507	     3.128	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_random.gz 100000000 -pp 100000000 --total-program-instructions 621362019 -a 4 -f 35000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f35k_tr1/BQ_qaoa_random.out
993	ampere10.cc.gatech.edu	1775483587.644	     3.125	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_random.gz 100000000 -pp 100000000 --total-program-instructions 621362019 -a 4 -f 40000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f40k_tr1/BQ_qaoa_random.out
994	ampere10.cc.gatech.edu	1775483590.784	     3.121	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_random.gz 100000000 -pp 100000000 --total-program-instructions 621362019 -a 4 -f 45000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f45k_tr1/BQ_qaoa_random.out
995	ampere10.cc.gatech.edu	1775483593.914	     3.129	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_random.gz 100000000 -pp 100000000 --total-program-instructions 621362019 -a 4 -f 50000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f50k_tr1/BQ_qaoa_random.out
996	ampere10.cc.gatech.edu	1775483597.052	     3.128	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_random.gz 100000000 -pp 100000000 --total-program-instructions 621362019 -a 4 -f 55000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f55k_tr1/BQ_qaoa_random.out
997	ampere10.cc.gatech.edu	1775483600.188	     3.128	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_random.gz 100000000 -pp 100000000 --total-program-instructions 621362019 -a 4 -f 60000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f60k_tr1/BQ_qaoa_random.out
998	ampere10.cc.gatech.edu	1775483603.325	     3.125	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_random.gz 100000000 -pp 100000000 --total-program-instructions 621362019 -a 4 -f 65000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f65k_tr1/BQ_qaoa_random.out
999	ampere10.cc.gatech.edu	1775483606.459	     3.127	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_random.gz 100000000 -pp 100000000 --total-program-instructions 621362019 -a 4 -f 70000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f70k_tr1/BQ_qaoa_random.out
1000	ampere10.cc.gatech.edu	1775483609.597	     3.126	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_random.gz 100000000 -pp 100000000 --total-program-instructions 621362019 -a 4 -f 75000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f75k_tr1/BQ_qaoa_random.out
1001	ampere10.cc.gatech.edu	1775483612.730	     3.128	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_random.gz 100000000 -pp 100000000 --total-program-instructions 621362019 -a 4 -f 30000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f30k_tr23/BQ_qaoa_random.out
1002	ampere10.cc.gatech.edu	1775483615.873	     3.121	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_random.gz 100000000 -pp 100000000 --total-program-instructions 621362019 -a 4 -f 35000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f35k_tr23/BQ_qaoa_random.out
1003	ampere10.cc.gatech.edu	1775483619.003	     3.128	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_random.gz 100000000 -pp 100000000 --total-program-instructions 621362019 -a 4 -f 40000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f40k_tr23/BQ_qaoa_random.out
1004	ampere10.cc.gatech.edu	1775483622.144	     3.121	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_random.gz 100000000 -pp 100000000 --total-program-instructions 621362019 -a 4 -f 45000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f45k_tr23/BQ_qaoa_random.out
1005	ampere10.cc.gatech.edu	1775483625.271	     3.067	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_random.gz 100000000 -pp 100000000 --total-program-instructions 621362019 -a 4 -f 50000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f50k_tr23/BQ_qaoa_random.out
1006	ampere10.cc.gatech.edu	1775483628.345	     3.129	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_random.gz 100000000 -pp 100000000 --total-program-instructions 621362019 -a 4 -f 55000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f55k_tr23/BQ_qaoa_random.out
1007	ampere10.cc.gatech.edu	1775483631.483	     3.126	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_random.gz 100000000 -pp 100000000 --total-program-instructions 621362019 -a 4 -f 60000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f60k_tr23/BQ_qaoa_random.out
