angle,t_count_x,t_count_2x,len_x,len_2x
5.0152208334564854,48,52,75,81
5.0205040187636651,50,50,77,78
5.0257872040708449,50,50,77,78
5.0310703893780246,48,50,73,86
5.0363535746852044,46,50,76,86
5.0416367599923841,50,50,78,86
5.046919945299563,50,50,78,86
5.0522031306067428,56,50,88,86
5.0574863159139225,48,48,72,76
5.0627695012211023,48,48,72,76
5.068052686528282,48,48,76,76
5.0733358718354609,50,48,80,76
5.0786190571426406,48,50,74,78
5.0839022424498204,52,50,87,78
5.0891854277570001,50,50,76,78
5.0944686130641799,44,50,65,78
5.0997517983713596,50,52,73,77
5.1050349836785385,50,52,76,77
5.1103181689857182,50,52,78,77
5.115601354292898,50,48,76,71
5.1208845396000777,54,48,83,71
5.1261677249072575,48,48,66,71
5.1314509102144363,46,48,63,71
5.1367340955216161,46,48,73,71
5.1420172808287958,50,50,73,77
5.1473004661359756,52,50,73,77
5.1525836514431553,50,50,75,77
5.1578668367503351,52,50,76,78
5.1631500220575139,50,50,71,78
5.1684332073646937,48,50,73,78
5.1737163926718734,50,50,70,78
5.1789995779790532,46,50,68,81
5.1842827632862329,48,50,70,81
5.1895659485934118,52,50,83,81
5.1948491339005916,44,50,68,81
5.2001323192077713,44,50,68,78
5.2054155045149511,50,50,76,78
5.2106986898221308,48,50,73,78
5.2159818751293097,50,50,77,78
5.2212650604364894,48,50,75,69
5.2265482457436692,52,50,80,69
5.2318314310508489,50,50,75,69
5.2371146163580287,52,50,82,69
5.2423978016652084,48,52,76,84
5.2476809869723873,50,52,71,84
5.252964172279567,46,52,73,84
5.2582473575867468,50,52,75,84
5.2635305428939265,50,52,80,88
5.2688137282011063,52,52,78,88
5.2740969135082851,52,52,85,88
5.2793800988154649,50,52,80,88
5.2846632841226446,50,52,85,87
5.2899464694298244,50,52,72,87
5.2952296547370041,48,52,75,87
5.3005128400441839,48,52,70,87
5.3057960253513627,48,50,81,73
5.3110792106585425,50,50,79,73
